idx,Periódico,Categoría,Título,Contenido,Clasificación,Score BERT,Tipo
274,Huffingtonpost,Nacional,puente apoya al alcalde de adamuz y pide explicaciones a moreno por lo que dijo en el debate sobre el accidente,la acusación que ayer formuló en el segundo debate electoral el presidente de la junta de andalucía en funciones sobre el accidente ferroviario en adamuz todavía continúa generando reacciones en la mañana de este martes. el candidato popular juan manuel moreno reprochó a la socialista maría jesús mo...,No Clickbait,0.348,Ambos: No Clickbait
275,Huffingtonpost,Nacional,carlos cuerpo aspiro a cubrir ese espacio de mayor sosiego y diálogo que la ciudadanía demanda a los políticos,esta entrevista comienza en un despacho institucional con uno de los políticos más importantes de la actualidad española y un bonsái. la escena invita casi de manera automática a mirar atrás a aquel capítulo de la historia reciente en el que un presidente regaló uno de estos arbolitos a un ciudadano...,No Clickbait,0.490,Ambos: No Clickbait
276,Huffingtonpost,Nacional,ya tenemos la reacción de abascal al ver a lamine yamal ondeando la bandera palestina,el jugador de fútbol lamine yamal aprovechó las celebraciones del f.c. barcelona tras la consecución del título de liga para defender de nuevo la causa palestina. en el autobús que llevó a los futbolistas del club culé por las calles de barcelona durante la fiesta por el trofeo el también jugador de...,Clickbait,0.517,Ambos: Clickbait
277,Huffingtonpost,Nacional,el paso de ábalos por el supremo la traición de jéssica sus vínculos singulares con koldo y su relación con aldama,el exministro de transportes josé luis ábalos ha sugerido este lunes ante el tribunal supremo que su expareja jéssica rodríguez podría haber coordinado su declaración en el juicio con el comisionista víctor de aldama a quien ella ha afirmado no conocer y que ella jamás vivió en el piso que presuntam...,No Clickbait,0.309,Ambos: No Clickbait
278,Huffingtonpost,Nacional,muere carlos garaikoetxea primer lehendakari tras el estatuto de guernica,ha muerto carlos garaikoetxea . el primer lehendakari vasco tras el franquismo y también el primero tras la promulgación del estatuto de guernica ha fallecido este lunes en su pamplona natal a los 87 años tras sufrir un infarto .abogado y licenciado en ciencias económicas desarrolló primera activida...,No Clickbait,0.191,Ambos: No Clickbait
279,Huffingtonpost,Nacional,los cribados fallidos del cáncer de mama incendian el debate andaluz moreno responde atacando al pasado sanitario del psoe,la sanidad pública y especialmente el escándalo de los fallos en los cribados del cáncer de mama han marcado este lunes el momento más tenso del debate electoral organizado por rtva de cara a las elecciones andaluzas del próximo 17 de mayo.el presidente de la junta y candidato del juanma moreno se e...,No Clickbait,0.276,Ambos: No Clickbait
280,Huffingtonpost,Cultura,belén rueda recuerda con aimar bretos el fallecimiento de su hija de 11 meses,la actriz belén rueda se sinceró sobre la muerte de su hija cuando esta apenas tenía 11 meses. lo hizo en la noche de aimar donde además ha hecho un repaso a su trayectoria profesional junto al nuevo presentador de lasexta y director de hora 25 .siendo muy joven con 32 años perdí a mi hija recordó. ...,No Clickbait,0.486,Ambos: No Clickbait
281,Huffingtonpost,Cultura,muere adolfo aristarain el director que unió el cine argentino y español con historias incómodas y humanas,el cine pierde a una de sus figuras más reconocibles. adolfo aristarain ha muerto este domingo a los 82 años según han confirmado fuentes de su entorno a el país . su fallecimiento llega apenas dos años después de su última aparición pública cuando recibió la medalla de oro de la academia de cine es...,No Clickbait,0.304,Ambos: No Clickbait
282,Huffingtonpost,Cultura,karol g anuncia tres nuevos conciertos en españa y ya van seis fechas,karol g regresa a españa por todo lo alto. después de haber confirmado seis conciertos en nuestro país dentro de su gira mundial viajando por el mundo tropitour la cantante ha añadido tres fechas más tras arrasar en preventa.la colombiana extendió su gira en españa al sumar los conciertos del 4 de j...,No Clickbait,0.220,Ambos: No Clickbait
283,Huffingtonpost,Cultura,la toya jackson aclara por qué se ha borrado a janet jackson de michael la película sobre michael jackson,después de meses de esperas rumores y teorías este miércoles llega a los cines michael el biopic de michael jackson. a pesar de que inicialmente la crítica no ha sido muy favorable con la cinta se espera que la película que repasa la trayectoria musical del rey del pop desde los jackson 5 a la gira ...,No Clickbait,0.452,Ambos: No Clickbait
286,Huffingtonpost,Cultura,un hostelero se plantea una pregunta que hasta ahora temía hacerse ¿hasta qué edad es sano quedarse?,el hostelero sebas gontoro fundador de gontoro burger y nutritup se ha hecho una pregunta que hasta ahora podía temer plantearse ¿hasta qué edad es sano quedarse en la hostelería ?.tras 20 años en el sector y con cierta experiencia en la creación de contenido a partir de la cual habla del día a día ...,Clickbait,0.552,Ambos: Clickbait
287,Huffingtonpost,Cultura,alfonso serrano dice que méxico tiene un gobierno fascista y un profesor mexicano le deja las cosas claras,el pp sale en tromba después de que isabel díaz ayuso cancele la tercera parte de su viaje por méxico con un comunicado a través del equipo de prensa de su gabinete que ha dado que hablar y mucho por su contundencia y por acusar a claudia sheinbaum de boicot al amenazar a los organizadores de los pr...,Clickbait,0.546,Ambos: Clickbait
288,Huffingtonpost,Cultura,el estudio de animación japonés studio ghibli premio princesa de asturias de comunicación y humanidades 2026,poco a poco se van conociendo los galardonados de los premios princesa de asturias que se entregarán en octubre en oviedo. después de que la semana pasada patti smith fuera reconocida con el princesa de asturias de las artes este miércoles la fundación ha anunciado un nuevo galardón.se trata del pri...,No Clickbait,0.203,Ambos: No Clickbait
291,Huffingtonpost,Cultura,en pp y vox va a doler lo que dice julia otero de la crisis del hantavirus sobre todo por una frase,la periodista julia otero ha dejado este sábado un contundente editorial dirigido a aquellos que embarran asustan y alarman también en esta crisis del hantavirus que le ha tocado solventar a españa.este fin de semana ha llegado a tenerife el barco mv hondius donde viajan 152 personas y donde hay un ...,Clickbait,0.600,Ambos: Clickbait
294,Huffingtonpost,Cultura,la reacción de ayuso cuando se le acercan y le dicen a la cara a méxico se le respeta no deja de compartirse,el viaje de isabel díaz ayuso a méxico va camino de ser uno de los más polémicos de la historia . a pesar de todo la presidenta del país claudia sheinbaum ya ha dicho que no existe la posibilidad de que se produzca un incidente diplomático con españa por la presencia allí de la presidenta de la comu...,Clickbait,0.636,Ambos: Clickbait
295,Huffingtonpost,Cultura,ayuso vuelve a españa y un catedrático de historia le dedica estas palabras tras su polémico viaje a méxico,el viaje a méxico e la presidenta de la comunidad de madrid isabel díaz ayuso sigue generando reacciones . su postura contraria a la presidenta del país claudia sheinbaum y su defensa de hernán cortés ha provocado varias protestas en los lugares que ha ido visitando.unos planes en el país que ha ten...,Clickbait,0.557,Ambos: Clickbait
296,Huffingtonpost,Cultura,el grupo mago de oz pide perdón a méxico por ayuso en una carta que se ha compartido más de 10.000 veces,el grupo mago de oz ha publicado en sus redes sociales un mensaje de disculpas públicas al pueblo mexicano por la presencia allí de isabel díaz ayuso. la presidenta de la comunidad de madrid ha tenido que adelantar su vuelta a españa tras varios choques con el gobierno de claudia sheinbaum.hermanas ...,Clickbait,0.561,Ambos: Clickbait
297,Huffingtonpost,Cultura,yann touvay anticuario barcelonés de 18 años las antigüedades tienen alma. la gente se está cansando de rodearse de objetos industriales cada vez más idénticos,a un joven anticuario se le ocurrió la feliz idea de empezar a vender tesoros de la dinastía ming se promociona a través de sus cuentas de instagram y tiktok y los vende por su página web . se trata de yann touvay en instagram y en tiktok. comenzó colgando vídeos en sus redes y una vez que logró ten...,No Clickbait,0.382,Ambos: No Clickbait
298,Huffingtonpost,Cultura,la carta de alba carrillo a isabel díaz ayuso tras su viaje a méxico la posdata no se la va a esperar,alba carrillo ha redactado y leído una carta dirigida a la presidenta de la comunidad de madrid isabel díaz ayuso tras su paso por méxico un viaje que ha dado para hablar y mucho por todo lo sucedido alrededor de la dirigente madrileña choques con la presidenta claudia sheinbaum y ciudadanos mexican...,Clickbait,0.615,Ambos: Clickbait
299,Huffingtonpost,Cultura,una perla a orillas del guadalquivir rosalía brilla en sevilla en la jarana del guadalquivir,la ciudad de sevilla se ha rendido a los pies de rosalía. la ciudad se ha convertido este sábado en un enorme escenario para la catalana con motivo de la presentación de la segunda temporada de berlín la dama del armiño el spin off de la casa de papel. el evento ha sido organizado por netflix en las...,Clickbait,0.538,Ambos: Clickbait
300,La Vanguardia,Internacional,la hungría de magyar revisará las leyes contra las personas lgtbiq+ que instauró orbán,la hungría de magyar revisará las leyes contra las personas lgtbiq+ que instauró orbán cambio de ciclo político la futura ministra de justicia márta görög anuncia que la legislación se adaptará a las normas de la ue un paso más hacia el desbloqueo de fondos comunitarios para hungría el nuevo gobiern...,No Clickbait,0.369,Ambos: No Clickbait
301,La Vanguardia,Internacional,ee.uu. negocia con dinamarca abrir tres nuevas bases militares en groenlandia,ee.uu. negocia con dinamarca abrir tres nuevas bases militares en groenlandia otan los dos países han mantenido reuniones alejadas del foco mediático en los últimos meses según ha revelado la bbc estados unidos y dinamarca llevan meses negociando para tratar de encontrar una solución diplomática a l...,No Clickbait,0.273,Ambos: No Clickbait
302,La Vanguardia,Internacional,demanda a openai por usar el chatgpt para planificar un tiroteo masivo en una universidad de ee.uu.,demanda a openai por usar el chatgpt para planificar un tiroteo masivo en una universidad de ee.uu. en florida el ataque se saldó con dos personas fallecidas y seis heridas la viuda de uno de los dos fallecidos en un tiroteo masivo en la universidad estatal de florida fsu demandó a openai al sostene...,No Clickbait,0.496,Ambos: No Clickbait
303,La Vanguardia,Internacional,fallecen 14 personas en un accidente de avioneta en sudán del sur,fallecen 14 personas en un accidente de avioneta en sudán del sur accidente aéreo la autoridad de aviación civil del país africano confirma que la avioneta se ha estrellado sin supervivientes cerca de la capital yuba la autoridad de aviación civil de sudán del sur confirma la muerte este lunes de ca...,No Clickbait,0.228,Ambos: No Clickbait
304,La Vanguardia,Internacional,la propuesta de irán tiene sentido y es factible,la propuesta de irán tiene sentido y es factible aunque estados unidos todavía no ha decidido lo que va a hacer irán ha transmitido a los mediadores pakistaníes una propuesta de tres etapas vinculándolas entre sí de manera que aprobar la primera fin total de la guerra contra irán y líbano conduce a ...,No Clickbait,0.463,Ambos: No Clickbait
305,La Vanguardia,Internacional,la ue invita a representantes talibanes a bruselas pese a no reconocer al régimen,la ue invita a representantes talibanes a bruselas pese a no reconocer al régimen reunión comprometida la comisión europea organiza un encuentro para favorecer las deportaciones de migrantes que representan una amenaza para la seguridad la unión europea jamás ha reconocido al régimen de los talibane...,No Clickbait,0.286,Ambos: No Clickbait
306,La Vanguardia,Internacional,merz afirma que irán está humillando a estados unidos durante las conversaciones de paz,merz afirma que irán está humillando a estados unidos durante las conversaciones de paz alto el fuego el canciller alemán asegura que los negociadores de teherán hacen que los funcionarios de washington viajen a pakistán y se marchen sin resultados el canciller alemán friedrich merz ha asegurado que...,No Clickbait,0.424,Ambos: No Clickbait
307,La Vanguardia,Internacional,macron pide a los andorranos que apoyen el acuerdo de asociación con la ue,macron pide a los andorranos que apoyen el acuerdo de asociación con la ue viaje institucional el presidente francés y copríncipe no visitaba el estado pirenaico desde hacía siete años emmanuel macron ha pedido con vehemencia a los andorranos este martes que apoyen el acuerdo de asociación con la un...,No Clickbait,0.317,Ambos: No Clickbait
308,La Vanguardia,Internacional,israel suministra parte de la cúpula de hierro a emiratos árabes para repeler la ofensiva iraní,israel suministra parte de la cúpula de hierro a emiratos árabes para repeler la ofensiva iraní guerra en oriente medio la alianza nacida de los acuerdos de abraham se consolida con el despliegue de baterías misiles y personal técnico israelí en territorio emiratí mike huckabee embajador de estados ...,No Clickbait,0.243,Ambos: No Clickbait
309,La Vanguardia,Internacional,irán anuncia una nueva ampliación de su dominio sobre el estrecho de ormuz,irán anuncia una nueva ampliación de su dominio sobre el estrecho de ormuz guerra en oriente medio qatar y turquía reprochan a teherán la instrumentalización de la vía marítima irán ha ampliado su definición del estrecho de ormuz hasta convertirlo en una vasta zona operativa mucho más extensa que an...,No Clickbait,0.289,Ambos: No Clickbait
310,La Vanguardia,Internacional,haití es demasiado peligroso para celebrar elecciones presidenciales afirma su premier,haití es demasiado peligroso para celebrar elecciones presidenciales afirma su premier una década sin urnas médicos sin fronteras suspende sus actividades en cité soleil por el auge de la violencia entre bandas los combates callejeros obligan a cientos de personas a huir de la capital y asentarse en...,No Clickbait,0.291,Ambos: No Clickbait
311,La Vanguardia,Internacional,francia observa perpleja la retirada rusa de mali,francia observa perpleja la retirada rusa de mali crisis en el sahel en parís cuyas tropas fueron expulsadas de varios países africanos hay un sentimiento ambivalente sobre el fracaso ruso francia contempla con perplejidad y un sentimiento ambivalente la retirada de los mercenarios rusos del norte d...,No Clickbait,0.250,Ambos: No Clickbait
312,La Vanguardia,Internacional,gales elige por primera vez en su historia un jefe de gobierno nacionalista,gales elige por primera vez en su historia un jefe de gobierno nacionalista elecciones locales en reino unido ap iorwerth ha logrado hoy la mayoría de votos en la cámara baja galesa con el apoyo de los 43 diputados de su partido y de dos miembros del partido verde el líder del partido independentist...,No Clickbait,0.223,Ambos: No Clickbait
313,La Vanguardia,Internacional,guerra en irán última hora en directo | trump dice que irán le informó que está en estado de colapso y que quieren reabrir ormuz,las claves del día de la guerra de irán ee.uu. intercepta otro petrolero iraní en medio de bloqueo marítimo contra teherán. israel advierte con quemar todo líbano si beirut mantiene su postura con hizbulah. donald trump contempla la posibilidad de excluir el asunto nuclear de las conversaciones con ...,No Clickbait,0.315,Ambos: No Clickbait
314,La Vanguardia,Internacional,el rey carlos iii continúa su visita oficial a estados unidos,el rey carlos iii continúa su visita oficial a estados unidos vídeo en directo la pareja presidencial estadounidense donald y melania trump reciben al carlos iii y camila del reino unido en el despacho oval de la casa blanca con motivo de su visita de estado a ee.uu....,No Clickbait,0.230,Ambos: No Clickbait
316,La Vanguardia,Internacional,trump asegura que cuba ha pedido ayuda a ee.uu y anuncia conversaciones,trump asegura que cuba ha pedido ayuda a ee.uu y anuncia conversaciones tensión en el caribe vamos a hablar dijo el presidente estadounidense sin aportar más detalles en su red truth social antes de partir hacia china el presidente de estados unidos justo antes de partir hacia china en busca de un b...,No Clickbait,0.404,Ambos: No Clickbait
317,La Vanguardia,Internacional,los programadores musicales atrapados en mali regresan a españa y la colonia está a salvo,los programadores musicales atrapados en mali regresan a españa y la colonia está a salvo razzia fuerzas yihadistas y separatistas realizaron distintos ataques este fin de semana los españoles que se encontraban circunstancialmente en mali ya están todos rumbo a españa y la colonia se encuentra bien...,No Clickbait,0.326,Ambos: No Clickbait
318,La Vanguardia,Internacional,trump y su jefa de prensa alientan que el tiroteo fue un montaje para beneficiar al presidente,trump y su jefa de prensa alientan que el tiroteo fue un montaje para beneficiar al presidente violencia política las redes se llenan de conspiraciones en buena medida por las palabras previas de karoline leavitt de que en la gala habría disparos y el uso del tiroteo por el mandatario para acelerar ...,No Clickbait,0.256,Ambos: No Clickbait
319,La Vanguardia,Internacional,keir starmer le dice a su gabinete que seguirá gobernando,keir starmer le dice a su gabinete que seguirá gobernando reino unido la secretaria británica de estado de vivienda dimite y pide al primer ministro que haga lo propio el primer ministro británico keir starmer está dispuesto a mantenerse al frente del gobierno y así lo hizo saber a su gabinete este ...,No Clickbait,0.415,Ambos: No Clickbait
321,La Vanguardia,Nacional,la audiencia nacional propone incluir en sus competencias el narcotráfico transnacional,la audiencia nacional propone incluir en sus competencias el narcotráfico transnacional delitos de drogas el tribunal también plantea asumir la investigación y enjuiciamiento del blanqueo de capitales tráfico ilícito de bienes culturales y trata de seres humanos cuando se trate de causas con una dim...,No Clickbait,0.203,Ambos: No Clickbait
323,La Vanguardia,Nacional,el debate electoral hace estallar dos frentes adamuz y la guardia civil tensan la campaña,el debate electoral hace estallar dos frentes adamuz y la guardia civil tensan la campaña el ciclo electoral 17m el alcalde de adamuz rompe acusa a juanma moreno pp de utilizar de manera torticera la tragedia ferroviaria con fines electorales asociaciones de guardias civiles fuerzan a maría jesús mo...,No Clickbait,0.199,Ambos: No Clickbait
324,La Vanguardia,Nacional,el cgpj estudiará las quejas contra el juez del exdao por decir que las mujeres tienen ventajas en los tribunales,el cgpj estudiará las quejas contra el juez del exdao por decir que las mujeres tienen ventajas en los tribunales justicia el magistrado explicó durante una conferencia que las mujeres reciben asistencia jurídica gratuita aunque tengan un millón de euros en la cuenta el promotor de la acción discipl...,No Clickbait,0.282,Ambos: No Clickbait
325,La Vanguardia,Nacional,el gobierno rebate las acusaciones políticas de clavijo la irresponsabilidad tiene que tener un límite,el gobierno rebate las acusaciones políticas de clavijo la irresponsabilidad tiene que tener un límite choque institucional o no quería que el operativo saliera bien o quiere sacar rédito político denuncia la ministra de sanidad mónica garcía ante los ataques del presidente de canarias no lo podemos...,No Clickbait,0.237,Ambos: No Clickbait
326,La Vanguardia,Nacional,los primeros investigados por el caso montoro se niegan a declarar ante el juez,los primeros investigados por el caso montoro se niegan a declarar ante el juez tribunales el juez de tarragona quiere esclarecer si quien era ministro de hacienda favoreció con reformas legislativas a clientes de su antiguo despacho después de ocho años con la causa abierta siete de ellos con el ca...,No Clickbait,0.216,Ambos: No Clickbait
327,La Vanguardia,Nacional,mil euros de multa para el juez que usó la inteligencia artificial para dictar una sentencia,mil euros de multa para el juez que usó la inteligencia artificial para dictar una sentencia tribunales la comisión disciplinaria del cgpj considera una falta grave que el magistrado utilizase una herramienta de ia para redactar el fallo la inteligencia artificial ia ha irrumpido en muchos oficios y...,No Clickbait,0.259,Ambos: No Clickbait
328,La Vanguardia,Nacional,el interventor del ayuntamiento de badalona alerta de un remanente excesivo de 342 millones,el interventor del ayuntamiento de badalona alerta de un remanente excesivo de 342 millones finanzas municipales el gobierno sostiene que el volumen de ahorro acumulado se debe a la cantidad de proyectos plurianuales en marcha el ayuntamiento de badalona barcelonès nord ha liquidado el presupuesto d...,No Clickbait,0.211,Ambos: No Clickbait
329,La Vanguardia,Nacional,barcelona enviará de oficio el volante de empadronamiento a los extracomunitarios,barcelona enviará de oficio el volante de empadronamiento a los extracomunitarios el reto migratorio el ayuntamiento refuerza la atención a los migrantes que quieran acogerse a la regularización extraordinaria ante las largas colas de personas migrantes que se suceden estos días en oficinas municipa...,No Clickbait,0.251,Ambos: No Clickbait
330,La Vanguardia,Nacional,un esguince obliga a yolanda díaz a pausar su agenda política,un esguince obliga a yolanda díaz a pausar su agenda política sumar la vicepresidenta segunda no podrá viajar el miércoles a cádiz en la que iba ser su única aparición en campaña en apoyo de la candidatura de por andalucía la vicepresidenta segunda del gobierno y ministra de trabajo yolanda díaz ha ...,No Clickbait,0.463,Ambos: No Clickbait
331,La Vanguardia,Nacional,archivada la causa contra los tres mossos acusados de ayudar a puigdemont a huir tras su fugaz retorno,archivada la causa contra los tres mossos acusados de ayudar a puigdemont a huir tras su fugaz retorno tribunales la jueza descarta los agentes realizaran actos conjunta y coordinadamente para evitar la detención y posibilitar la fuga del expresident la titular del juzgado de instrucción número 24 d...,No Clickbait,0.282,Ambos: No Clickbait
332,La Vanguardia,Nacional,el gobierno avisa a pp vox y junts quienes van a perder hoy son los que quedarán retratados al votar en contra,el gobierno avisa a pp vox y junts quienes van a perder hoy son los que quedarán retratados al votar en contra sin mayoría parlamentaria la vicepresidenta yolanda díaz llama a la movilización social en defensa del decreto ley que congela los contratos de alquiler y que será derogado esta tarde en el...,No Clickbait,0.321,Ambos: No Clickbait
333,La Vanguardia,Nacional,el govern recibirá a los docentes el jueves pero llama a un principio de realidad con el acuerdo con ccoo y ugt,el govern recibirá a los docentes el jueves pero llama a un principio de realidad con el acuerdo con ccoo y ugt huelga de educación paneque asegura que el entendimiento está en los 2.000 millones pactados y confía en encauzar la situación porque no hay ninguna parte que haga una enmienda a la totali...,No Clickbait,0.420,Ambos: No Clickbait
335,La Vanguardia,Nacional,más madrid intenta sofocar la crisis televisada entre mónica garcía y emilio delgado,más madrid intenta sofocar la crisis televisada entre mónica garcía y emilio delgado pugna interna el choque entre la ministra de sanidad y el coportavoz regional por las reglas internas desata el malestar en una formación que teme un desgaste prematuro frente a ayuso más madrid asiste con incomodid...,No Clickbait,0.218,Ambos: No Clickbait
336,La Vanguardia,Nacional,los letrados ven poco margen para denunciar al diputado de vox alberto tarradas,los letrados ven poco margen para denunciar al diputado de vox alberto tarradas parlament de catalunya los servicios jurídicos de la cámara catalana trabajan en un informe y la mesa ha pedido su opinión a dos penalistas independientes sobre las palabras del parlamentario hacia la republicana najat d...,No Clickbait,0.286,Ambos: No Clickbait
337,La Vanguardia,Nacional,la oposición da un suspenso a la gestión del govern de illa dos años después de las elecciones,la oposición da un suspenso a la gestión del govern de illa dos años después de las elecciones el escenario político los socios también censuran al ejecutivo catalán sobre todo por las infiltraciones policiales en asambleas de los sindicatos educativos pero no dejan en el aire la negociación presupu...,No Clickbait,0.221,Ambos: No Clickbait
338,La Vanguardia,Nacional,el juez de tarragona se queda de momento con el caso montoro,el juez de tarragona se queda de momento con el caso montoro tribunales el instructor rechaza el intento de las defensas de llevar el caso contra el exministro de hacienda a los juzgados de madrid el juez de tarragona que investiga al exministro de hacienda cristóbal montoro ha rechazado la petición...,No Clickbait,0.255,Ambos: No Clickbait
339,La Vanguardia,Nacional,camprubí repite como candidato de erc a la alcaldía de mataró en las municipales del 2027,camprubí repite como candidato de erc a la alcaldía de mataró en las municipales del 2027 la asamblea local del partido le reeligió por unanimidad este lunes con el objetivo de liderar el cambio y llegar al gobierno municipal la asamblea local de esquerra republicana de mataró reeligió este lunes 27...,No Clickbait,0.211,Ambos: No Clickbait
340,La Vanguardia,Cultura,colas kilométricas en girona para participar en un casting de una película de disney,colas kilométricas en girona para participar en un casting de una película de disney cine miles de personas de todas las edades se presentan a la convocatoria que busca figurantes para rodar en girona la nueva adaptación en acción real de enredados basada en el cuento de rapunzel ¿dónde está la cola...,No Clickbait,0.279,Ambos: No Clickbait
341,La Vanguardia,Cultura,el instituto de españa institucionaliza su presencia en barcelona,el instituto de españa institucionaliza su presencia en barcelona vida académica el organismo que agrupa las diez principales reales academias españolas se reunirá periódicamente en la sede de la real academia de ciencias económicas y financieras con sede en la capital catalana la real academia de c...,No Clickbait,0.191,Ambos: No Clickbait
342,La Vanguardia,Cultura,entra en el parlament la ley catalana de mecenazgo que podría aprobarse este año,entra en el parlament la ley catalana de mecenazgo que podría aprobarse este año con amplio consenso con este plus los incentivos fiscales para las personas físicas se aproximarían más a los estándares europeos a diferencia de baleares valencia o castilla la mancha catalunya sigue siendo de las comu...,No Clickbait,0.209,Ambos: No Clickbait
345,La Vanguardia,Cultura,el biopic de michael jackson rompe récords con una recaudación de 217 millones de dólares a nivel global,el biopic de michael jackson rompe récords con una recaudación de 217 millones de dólares a nivel global cine el estreno bate las expectativas marcadas por las malas críticas y se sitúa como el mejor debut de la historia para una película biográfica michael la película biográfica centrada en la figu...,No Clickbait,0.254,Ambos: No Clickbait
346,La Vanguardia,Cultura,el plomo del pasado y las flores del amor roto de anselm kiefer toman valencia,el plomo del pasado y las flores del amor roto de anselm kiefer toman valencia arte el centro de arte hortensia herrero abre su primera exposición temporal con los monumentales cuadros del pintor alemán solo un material como el plomo puede aguantar el peso de la historia asegura anselm kiefer y poco...,Clickbait,0.547,Ambos: Clickbait
347,La Vanguardia,Cultura,puccini cinemascope a los cien años de turandot,puccini cinemascope a los cien años de turandot crítica de ópera la franz schubert filharmonia celebra la efeméride de esta ópera en el palau de la música catalana turandot de giacomo puccini intérpretes liana haroutounian xavier moreno carolina lópez moreno david cervera carles pachón andrés moreno...,No Clickbait,0.387,Ambos: No Clickbait
348,La Vanguardia,Cultura,estrenat al territori lleva cinco producciones teatrales por catalunya,estrenat al territori lleva cinco producciones teatrales por catalunya impulso a la creación escénica participan salas de igualada balaguer sant martí de tous tarragona y girona versió en català aquí la cuarta convocatoria del programa estrenat al territori ha escogido cinco producciones de entre la...,No Clickbait,0.215,Ambos: No Clickbait
349,La Vanguardia,Cultura,muere edith eger superviviente del holocausto y autora de la bailarina de auschwitz,muere edith eger superviviente del holocausto y autora de la bailarina de auschwitz autora de dos superventas la autora ha fallecido este lunes a los 98 años de edad edith eger superviviente del holocausto psicóloga y autora del bestseller la bailarina de auschwitz falleció este lunes 27 de abril a ...,No Clickbait,0.278,Ambos: No Clickbait
350,La Vanguardia,Cultura,muere jack taylor icono estadounidense del cine de terror a los 99 años,muere jack taylor icono estadounidense del cine de terror a los 99 años obituario el intérprete afincado en españa apareció en películas como conan el bárbaro mil gritos tiene la noche o la novena puerta el actor estadounidense jack taylor figura del género de terror y fantástico afincado en españa ...,No Clickbait,0.239,Ambos: No Clickbait
353,La Vanguardia,Cultura,la casa más antigua de las islas cíes revela que el lugar ya estaba habitado antes de la llegada de los romanos en el siglo i antes de cristo,la casa más antigua de las islas cíes revela que el lugar ya estaba habitado antes de la llegada de los romanos en el siglo i antes de cristo arqueología los investigadores descubren una gran zona de desechos alimenticios de los habitantes del castro de hortas el castro de hortas se alza imponente e...,No Clickbait,0.370,Ambos: No Clickbait
355,La Vanguardia,Cultura,valentí oviedo deja temporalmente la dirección del liceu por una baja médica por estrés,valentí oviedo deja temporalmente la dirección del liceu por una baja médica por estrés el timón del coliseo lírico la ausencia temporal coincide en junio con el relevo en la presidencia del patronato del gran teatre valentí oviedo director general del liceu se encuentra de baja laboral por causas r...,No Clickbait,0.212,Ambos: No Clickbait
356,La Vanguardia,Cultura,el turu versiona el chotis madrid de agustín lara a ritmo de rumba y toques de crítica social,el turu versiona el chotis madrid de agustín lara a ritmo de rumba y toques de crítica social san isidro el cantautor de vallecas de raíces andaluzas denuncia la pérdida de identidad de la capital de españa en un momento en el que el folklore y la música tradicional de las diversas regiones de españ...,No Clickbait,0.355,Ambos: No Clickbait
357,La Vanguardia,Cultura,joan manuel serrat premio de honor de la academia de la música,joan manuel serrat premio de honor de la academia de la música música se trata de la primera edición de este galardón en honor a una trayectoria que abarca más de cinco décadas de la historia cultural española la academia de la música de españa ha anunciado este martes que concederá su primer premio...,No Clickbait,0.301,Ambos: No Clickbait
358,La Vanguardia,Cultura,la veronal christiane jatahy y pablo messiez en el festival temporada alta,la veronal christiane jatahy y pablo messiez en el festival temporada alta festival de otoño la creadora brasileña retoma 15 años después la señorita julia con actores catalanes versió en català aquí temporada alta calienta motores de cara al otoño presentando algunas de las producciones y coproducc...,No Clickbait,0.258,Ambos: No Clickbait
359,La Vanguardia,Cultura,intenté seguir tendencias y me bloqueé esta novela me ha devuelto la libertad,intenté seguir tendencias y me bloqueé esta novela me ha devuelto la libertad entrevista a alexandra roma autora de romance juvenil young adult la autora madrileña publica tantas veces como respiro planeta la primera entrega de una biología ambientada en el rodaje de una serie juvenil paranormal cua...,Clickbait,0.534,Ambos: Clickbait
360,okdiario,Internacional,el vicepresidente vance el primero en ser rescatado del tiroteo por el servicio secreto,la noche del sábado 25 de abril de 2026 la tradicional cena de corresponsales de la casa blanca en el washington hilton se convirtió en una escena de caos y tensión cuando se produjo otro intento de atentado contra trump. un hombre armado con pistolas y cuchillos irrumpió en el vestíbulo del hotel c...,No Clickbait,0.228,Ambos: No Clickbait
362,okdiario,Internacional,giro inaudito en el sector militar españa e italia firman la alianza más potente para construir un nuevo buque de guerra nunca antes visto,españa e italia han firmado una nueva alianza para coordinar y ejecutar conjuntamente el proyecto corbeta de patrulla europea epc . todo ello con el objetivo de diseñar y desarrollar un nuevo buque de guerra tipo corbeta modular polivalente e interoperable. consulta en este artículo todo lo que debe...,No Clickbait,0.193,Ambos: No Clickbait
363,okdiario,Internacional,trump ve los reiterados intentos de asesinato como una señal de su relevancia histórica,el presidente de eeuu donald trump afirmó anoche tras sufrir un nuevo intento de atentado que interpreta los repetidos intentos de violencia en su contra como una prueba de su relevancia histórica y aseguró que no permitirá que estos incidentes condicionen su forma de actuar. tras el tiroteo ocurrid...,No Clickbait,0.420,Ambos: No Clickbait
364,okdiario,Internacional,vietnam anuncia una megaconstrucción que rompe las leyes de la ingeniería un aeropuerto flotante de 500 hectáreas con capacidad para 15 millones de pasajeros,vietnam está estudiando un proyecto que puede sorprender a muchos ya que se propuesto el poder tener un aeropuerto flotante es decir que estaría completamente construido sobre el mar en una zona costera donde hasta ahora no existe nada parecido. no es una idea que se ha decidido del todo todavía per...,No Clickbait,0.215,Ambos: No Clickbait
